customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,quarters,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
15309,AW00026308,Sara Kelly,45,40-49,New,1/23/2013,Q1,148,2,"$2,867.00",3,3,"$1,433.00",$286.00
15310,AW00026309,Julian Powell,45,40-49,New,1/20/2013,Q1,148,2,"$2,800.00",3,3,"$1,400.00",$280.00
15311,AW00026310,Kaitlyn Garcia,50,50 and above,New,10/29/2012,Q4,151,1,2182,1,1,2182,2182
15312,AW00026311,Brenda Rodriguez,48,40-49,New,1/16/2013,Q1,148,2,"$2,822.00",3,3,"$1,411.00",$282.00
15313,AW00026312,Elizabeth Wood,49,40-49,New,1/6/2013,Q1,148,2,"$2,881.00",5,5,"$1,440.00",$288.00
15314,AW00026313,Dalton Simmons,43,40-49,Regular,8/17/2013,Q3,141,2,"$4,487.00",3,3,"$2,243.00",$263.00
15315,AW00026314,Angel Murphy,102,50 and above,New,5/15/2013,Q2,144,1,$89.00,3,3,$89.00,$89.00
15316,AW00026315,Taylor Peterson,45,40-49,New,2/21/2013,Q1,147,2,"$2,825.00",4,4,"$1,412.00",$256.00
15317,AW00026316,Stephanie Hughes,50,50 and above,New,2/16/2012,Q1,159,1,1000,1,1,1000,1000
15318,AW00026317,Amanda Wright,51,50 and above,New,2/14/2013,Q1,147,2,"$2,862.00",5,5,"$1,431.00",$260.00
15319,AW00026318,Caleb Parker,46,40-49,New,8/16/2013,Q3,141,1,$14.00,2,2,$14.00,$14.00
15320,AW00026319,Dylan Martinez,51,50 and above,Regular,8/21/2013,Q3,141,2,"$4,456.00",5,5,"$2,228.00",$262.00
15321,AW00026320,Brianna Diaz,52,50 and above,Regular,8/27/2013,Q3,141,2,"$4,464.00",3,3,"$2,232.00",$248.00
15322,AW00026321,Randall Blanco,46,40-49,Regular,7/6/2013,Q3,142,2,"$1,554.00",4,4,$777.00,$103.00
15323,AW00026322,Justin Zhang,47,40-49,New,2/27/2013,Q1,147,2,"$2,912.00",4,4,"$1,456.00",$264.00
15324,AW00026323,Dwayne Ruiz,49,40-49,New,11/16/2013,Q4,138,1,$27.00,2,2,$27.00,$27.00
15325,AW00026324,Faith Brooks,49,40-49,Regular,8/19/2013,Q3,141,2,"$4,464.00",3,3,"$2,232.00",$262.00
15326,AW00026325,Tyler Robinson,44,40-49,Regular,8/24/2013,Q3,141,2,"$4,478.00",5,5,"$2,239.00",$263.00
15327,AW00026326,Trevor Washington,44,40-49,Regular,8/28/2013,Q3,141,2,"$4,442.00",3,3,"$2,221.00",$261.00
15328,AW00026327,Jack Jai,50,50 and above,Regular,8/14/2013,Q3,141,2,"$4,433.00",2,2,"$2,216.00",$260.00
15329,AW00026328,Edward Anderson,50,50 and above,Regular,8/5/2013,Q3,141,2,"$4,518.00",4,4,"$2,259.00",$282.00
15330,AW00026329,Angelica Bryant,47,40-49,New,3/16/2013,Q1,146,2,"$2,860.00",5,5,"$1,430.00",$260.00
15331,AW00026330,Marcus Diaz,53,50 and above,New,3/7/2013,Q1,146,2,"$2,821.00",3,3,"$1,410.00",$256.00
15332,AW00026331,Melanie Powell,52,50 and above,Regular,4/8/2013,Q2,145,2,"$2,800.00",3,3,"$1,400.00",$233.00
15333,AW00026332,Aaron Mitchell,48,40-49,New,8/16/2013,Q3,141,1,$49.00,2,2,$49.00,$49.00
15334,AW00026333,Alexandria Alexander,54,50 and above,New,5/6/2013,Q2,144,1,$32.00,3,3,$32.00,$32.00
15335,AW00026334,Ross Blanco,54,50 and above,New,9/28/2013,Q3,140,1,$27.00,2,2,$27.00,$27.00
15336,AW00026335,April Pal,54,50 and above,New,4/12/2013,Q2,145,1,$89.00,4,4,$89.00,$89.00
15337,AW00026336,Noah Brown,53,50 and above,New,1/17/2014,Q1,136,1,$27.00,2,2,$27.00,$27.00
15338,AW00026337,Jennifer Gonzalez,48,40-49,New,4/25/2013,Q2,145,1,$30.00,2,2,$30.00,$30.00
15339,AW00026338,Anna Coleman,54,50 and above,Regular,8/28/2013,Q3,141,2,"$4,468.00",3,3,"$2,234.00",$279.00
15340,AW00026339,Cindy James,53,50 and above,Regular,8/3/2013,Q3,141,2,"$4,455.00",2,2,"$2,227.00",$278.00
15341,AW00026340,Melissa Morris,45,40-49,New,2/22/2013,Q1,147,1,$65.00,3,3,$65.00,$65.00
15342,AW00026341,Olivia Taylor,51,50 and above,New,6/13/2013,Q2,143,1,$25.00,1,1,$25.00,$25.00
15343,AW00026342,Eduardo Griffin,45,40-49,Regular,8/4/2013,Q3,141,2,"$4,489.00",4,4,"$2,244.00",$280.00
15344,AW00026343,Mariah Washington,49,40-49,Regular,4/20/2013,Q2,145,2,"$2,800.00",3,3,"$1,400.00",$233.00
15345,AW00026344,Natalie Hughes,55,50 and above,Regular,4/14/2013,Q2,145,2,"$2,791.00",2,2,"$1,395.00",$232.00
15346,AW00026345,Connor Baker,54,50 and above,New,8/8/2013,Q3,141,1,$49.00,2,2,$49.00,$49.00
15347,AW00026346,Emmanuel Suri,54,50 and above,New,6/23/2013,Q2,143,1,$65.00,3,3,$65.00,$65.00
15348,AW00026347,Alvin Raji,54,50 and above,New,10/22/2013,Q4,139,1,$25.00,1,1,$25.00,$25.00
15349,AW00026348,Logan Moore,55,50 and above,New,2/8/2013,Q1,147,1,$90.00,3,3,$90.00,$90.00
15350,AW00026349,Adam Lopez,49,40-49,New,4/2/2013,Q2,145,1,$27.00,2,2,$27.00,$27.00
15351,AW00026350,Gabrielle King,54,50 and above,New,5/27/2013,Q2,144,1,$5.00,1,1,$5.00,$5.00
15352,AW00026351,Emma Moore,55,50 and above,Regular,4/11/2013,Q2,145,2,"$2,800.00",3,3,"$1,400.00",$233.00
15353,AW00026352,Cynthia Fernandez,51,50 and above,New,10/1/2013,Q4,139,1,"$1,764.00",3,3,"$1,764.00","$1,764.00"
15354,AW00026353,Holly Malhotra,51,50 and above,New,11/4/2013,Q4,138,1,"$1,774.00",5,5,"$1,774.00","$1,774.00"
15355,AW00026354,Nelson Serrano,52,50 and above,New,11/24/2013,Q4,138,1,"$1,751.00",2,2,"$1,751.00","$1,751.00"
15356,AW00026355,Darren Madan,94,50 and above,New,12/4/2013,Q4,137,1,$63.00,2,2,$63.00,$63.00
15357,AW00026356,Timothy Howard,53,50 and above,New,5/23/2013,Q2,144,1,$575.00,2,2,$575.00,$575.00
15358,AW00026357,Sergio Gonzalez,52,50 and above,New,4/28/2013,Q2,145,1,$777.00,2,2,$777.00,$777.00
15359,AW00026358,Mason Gonzalez,93,50 and above,New,5/15/2013,Q2,144,1,$23.00,2,2,$23.00,$23.00
15360,AW00026359,George Raman,52,50 and above,New,5/20/2013,Q2,144,1,$600.00,4,4,$600.00,$600.00
15361,AW00026360,Max Blanco,47,40-49,New,5/20/2013,Q2,144,1,$540.00,1,1,$540.00,$540.00
15362,AW00026361,Ebony Suarez,54,50 and above,New,1/27/2014,Q1,136,1,$54.00,2,2,$54.00,$54.00
15363,AW00026362,Joy Torres,54,50 and above,New,10/16/2013,Q4,139,1,"$2,420.00",4,4,"$2,420.00","$2,420.00"
15364,AW00026363,Larry Jimenez,53,50 and above,New,11/18/2013,Q4,138,1,"$1,745.00",3,3,"$1,745.00","$1,745.00"
15365,AW00026364,Gabriella Hill,92,50 and above,New,8/9/2013,Q3,141,1,$39.00,2,2,$39.00,$39.00
15366,AW00026365,Phillip Fernandez,48,40-49,New,2/28/2013,Q1,147,1,$63.00,2,2,$63.00,$63.00
15367,AW00026366,Johnathan Schmidt,53,50 and above,New,11/5/2013,Q4,138,1,$49.00,3,3,$49.00,$49.00
15368,AW00026367,Omar Shan,54,50 and above,New,6/23/2013,Q2,143,1,$78.00,2,2,$78.00,$78.00
15369,AW00026368,Bharat Mirchandani,54,50 and above,New,10/9/2013,Q4,139,1,$54.00,1,1,$54.00,$54.00
15370,AW00026369,Kate Nath,54,50 and above,New,1/26/2014,Q1,136,1,$54.00,1,1,$54.00,$54.00
15371,AW00026370,Maria Bryant,43,40-49,New,8/23/2013,Q3,141,1,$23.00,2,2,$23.00,$23.00
15372,AW00026371,Cassandra Garcia,49,40-49,New,1/24/2014,Q1,136,1,$34.00,2,2,$34.00,$34.00
15373,AW00026372,Marie Browning,56,50 and above,New,5/13/2013,Q2,144,1,$549.00,2,2,$549.00,$549.00
15374,AW00026373,Mariah Reed,48,40-49,Regular,8/8/2013,Q3,141,2,"$1,565.00",4,4,$782.00,$97.00
15375,AW00026374,Bradley Pal,43,40-49,New,1/20/2014,Q1,136,1,$124.00,2,2,$124.00,$124.00
15376,AW00026375,Shannon Ortega,49,40-49,Regular,11/19/2013,Q4,138,2,"$1,971.00",5,5,$985.00,$103.00
15377,AW00026376,Anthony Martinez,67,50 and above,New,10/18/2013,Q4,139,1,$122.00,6,6,$122.00,$122.00
15378,AW00026377,Isabelle Foster,67,50 and above,New,12/1/2013,Q4,137,1,$40.00,2,2,$40.00,$40.00
15379,AW00026378,Colin Raje,62,50 and above,New,10/21/2013,Q4,139,1,$60.00,3,3,$60.00,$60.00
15380,AW00026379,Cindy Rodriguez,62,50 and above,New,7/17/2013,Q3,142,1,"$1,784.00",4,4,"$1,784.00","$1,784.00"
15381,AW00026380,Ricardo Luo,63,50 and above,New,7/29/2013,Q3,142,1,$34.00,2,2,$34.00,$34.00
15382,AW00026381,Shannon Romero,57,50 and above,New,1/20/2013,Q1,148,1,"$2,521.00",4,4,"$2,521.00","$2,521.00"
15383,AW00026382,Dale Xu,51,50 and above,New,1/26/2013,Q1,148,1,"$2,443.00",1,1,"$2,443.00","$2,443.00"
15384,AW00026383,Ronnie Hu,64,50 and above,New,8/4/2013,Q3,141,1,$34.00,2,2,$34.00,$34.00
15385,AW00026384,Jon Zhu,63,50 and above,New,9/15/2013,Q3,140,1,$34.00,2,2,$34.00,$34.00
15386,AW00026385,Javier Mu??oz,64,50 and above,New,11/25/2013,Q4,138,1,$23.00,2,2,$23.00,$23.00
15387,AW00026386,Kelli Zhao,64,50 and above,New,8/23/2013,Q3,141,1,"$1,775.00",3,3,"$1,775.00","$1,775.00"
15388,AW00026387,Dalton Roberts,63,50 and above,New,11/18/2013,Q4,138,1,$5.00,1,1,$5.00,$5.00
15389,AW00026388,Wayne Jai,64,50 and above,New,12/8/2013,Q4,137,1,"$2,355.00",2,2,"$2,355.00","$2,355.00"
15390,AW00026389,Candice Zhou,59,50 and above,New,4/27/2013,Q2,145,1,$36.00,3,3,$36.00,$36.00
15391,AW00026390,Ivan Mehta,65,50 and above,New,8/4/2013,Q3,141,1,"$1,726.00",2,2,"$1,726.00","$1,726.00"
15392,AW00026391,Dominique Arun,70,50 and above,New,5/27/2013,Q2,144,1,$69.00,3,3,$69.00,$69.00
15393,AW00026392,Kelli Rai,76,50 and above,New,4/9/2013,Q2,145,1,$60.00,3,3,$60.00,$60.00
15394,AW00026393,Donald Raman,70,50 and above,New,6/13/2013,Q2,143,1,$21.00,1,1,$21.00,$21.00
15395,AW00026394,Martha Sun,74,50 and above,New,10/7/2013,Q4,139,1,$34.00,2,2,$34.00,$34.00
15396,AW00026395,Daisy Gill,75,50 and above,New,2/11/2013,Q1,147,1,$25.00,2,2,$25.00,$25.00
15397,AW00026396,Terry Black,75,50 and above,New,1/16/2014,Q1,136,1,$119.00,4,4,$119.00,$119.00
15398,AW00026397,Micheal Travers,74,50 and above,New,11/8/2013,Q4,138,1,$40.00,2,2,$40.00,$40.00
15399,AW00026398,Ian Watson,75,50 and above,New,8/30/2013,Q3,141,1,"$1,759.00",5,5,"$1,759.00","$1,759.00"
15400,AW00026399,Erick Gonzalez,74,50 and above,New,2/27/2013,Q1,147,1,"$2,544.00",4,4,"$2,544.00","$2,544.00"
15401,AW00026400,Jade James,67,50 and above,New,3/7/2013,Q1,146,1,$133.00,3,3,$133.00,$133.00
15402,AW00026401,Natalie Butler,65,50 and above,New,2/12/2013,Q1,147,1,$39.00,2,2,$39.00,$39.00
15403,AW00026402,Jamie Wagner,66,50 and above,New,6/17/2013,Q2,143,1,$29.00,1,1,$29.00,$29.00
15404,AW00026403,Philip Navarro,61,50 and above,New,9/6/2013,Q3,140,1,$42.00,3,3,$42.00,$42.00
15405,AW00026404,Trisha Wu,66,50 and above,New,12/22/2013,Q4,137,1,"$1,775.00",3,3,"$1,775.00","$1,775.00"
15406,AW00026405,Naomi Blanco,62,50 and above,New,9/12/2013,Q3,140,1,$36.00,3,3,$36.00,$36.00
15407,AW00026406,Haley Lopez,68,50 and above,New,12/17/2013,Q4,137,1,"$2,334.00",4,4,"$2,334.00","$2,334.00"
15408,AW00026407,Ashley Davis,62,50 and above,New,3/2/2013,Q1,146,1,$126.00,3,3,$126.00,$126.00
15409,AW00026408,Martha Huang,69,50 and above,New,8/28/2013,Q3,141,1,$39.00,2,2,$39.00,$39.00
15410,AW00026409,Christy Goel,68,50 and above,New,3/14/2013,Q1,146,1,$68.00,2,2,$68.00,$68.00
15411,AW00026410,Franklin Goel,64,50 and above,New,7/11/2013,Q3,142,1,$29.00,1,1,$29.00,$29.00
15412,AW00026411,Mario Xu,69,50 and above,New,3/1/2013,Q1,146,1,$59.00,2,2,$59.00,$59.00
15413,AW00026412,Kate Chande,65,50 and above,New,10/22/2013,Q4,139,1,$56.00,5,5,$56.00,$56.00
15414,AW00026413,Rebekah Romero,70,50 and above,New,10/22/2013,Q4,139,1,$58.00,3,3,$58.00,$58.00
15415,AW00026414,George Patel,65,50 and above,New,2/6/2013,Q1,147,1,$58.00,3,3,$58.00,$58.00
15416,AW00026415,Latoya Lal,72,50 and above,New,1/19/2014,Q1,136,1,$69.00,3,3,$69.00,$69.00
15417,AW00026416,Amy Zhao,71,50 and above,New,7/9/2013,Q3,142,1,$89.00,3,3,$89.00,$89.00
15418,AW00026417,Dustin Rai,71,50 and above,New,6/3/2013,Q2,143,1,$6.00,2,2,$6.00,$6.00
15419,AW00026418,Rafael Chande,67,50 and above,New,7/7/2013,Q3,142,1,$36.00,3,3,$36.00,$36.00
15420,AW00026419,Geoffrey Suri,73,50 and above,New,6/24/2013,Q2,143,1,$34.00,2,2,$34.00,$34.00
15421,AW00026420,Bob Kapoor,72,50 and above,New,2/7/2013,Q1,147,1,"$2,443.00",1,1,"$2,443.00","$2,443.00"
15422,AW00026421,Allison Peterson,45,40-49,New,10/23/2013,Q4,139,1,$60.00,3,3,$60.00,$60.00
15423,AW00026422,Pedro Suri,44,40-49,Regular,11/20/2013,Q4,138,2,"$1,981.00",5,5,$990.00,$110.00
15424,AW00026423,Hector Gutierrez,44,40-49,Regular,11/9/2013,Q4,138,2,"$2,002.00",4,4,"$1,001.00",$111.00
15425,AW00026424,Kayla White,44,40-49,New,3/3/2013,Q1,146,1,$79.00,3,3,$79.00,$79.00
15426,AW00026425,Janelle Malhotra,43,40-49,New,8/30/2013,Q3,141,1,$70.00,1,1,$70.00,$70.00
15427,AW00026426,Heidi Malhotra,44,40-49,New,12/5/2013,Q4,137,1,$70.00,1,1,$70.00,$70.00
15428,AW00026427,Alicia Xie,43,40-49,New,11/20/2013,Q4,138,1,$124.00,2,2,$124.00,$124.00
15429,AW00026428,Colin Ma,43,40-49,New,9/16/2013,Q3,140,1,$70.00,1,1,$70.00,$70.00
15430,AW00026429,Reginald Ortega,43,40-49,Regular,11/1/2013,Q4,138,2,"$1,938.00",3,3,$969.00,$107.00
15431,AW00026430,Paula Sanz,44,40-49,New,9/22/2013,Q3,140,1,$70.00,1,1,$70.00,$70.00
15432,AW00026431,Shaun Rai,45,40-49,New,12/15/2013,Q4,137,1,$23.00,2,2,$23.00,$23.00
15433,AW00026432,Isabel Simmons,44,40-49,New,4/26/2013,Q2,145,1,$124.00,2,2,$124.00,$124.00
15434,AW00026433,Nelson Rubio,44,40-49,Regular,10/29/2013,Q4,139,2,"$1,903.00",2,2,$951.00,$111.00
15435,AW00026434,Mallory Romero,45,40-49,New,6/21/2013,Q2,143,1,$70.00,1,1,$70.00,$70.00
15436,AW00026435,Yolanda Goel,41,40-49,Regular,11/24/2013,Q4,138,2,"$1,957.00",3,3,$978.00,$108.00
15437,AW00026436,Briana Carlson,46,40-49,Regular,11/11/2013,Q4,138,2,"$1,957.00",3,3,$978.00,$108.00
15438,AW00026437,Tiffany Zhu,47,40-49,Regular,11/28/2013,Q4,138,2,"$1,953.00",3,3,$976.00,$108.00
15439,AW00026438,Alisha Shen,47,40-49,Regular,11/6/2013,Q4,138,2,"$1,938.00",3,3,$969.00,$107.00
15440,AW00026439,Isaac Morris,48,40-49,Regular,10/30/2013,Q4,139,2,"$1,938.00",3,3,$969.00,$114.00
15441,AW00026440,Devin Green,42,40-49,Regular,11/20/2013,Q4,138,2,"$1,957.00",3,3,$978.00,$108.00
15442,AW00026441,Randy Lu,49,40-49,New,12/22/2013,Q4,137,1,$79.00,2,2,$79.00,$79.00
15443,AW00026442,Barbara Huang,48,40-49,Regular,10/31/2013,Q4,139,2,"$1,919.00",5,5,$959.00,$112.00
15444,AW00026443,Kathryn She,48,40-49,Regular,11/17/2013,Q4,138,2,"$1,938.00",3,3,$969.00,$107.00
15445,AW00026444,Pamela Lopez,49,40-49,Regular,10/31/2013,Q4,139,2,"$1,938.00",5,5,$969.00,$114.00
15446,AW00026445,Aidan Foster,49,40-49,Regular,11/25/2013,Q4,138,2,"$1,938.00",3,3,$969.00,$107.00
15447,AW00026446,Jamie Mu??oz,50,50 and above,New,1/24/2014,Q1,136,1,$79.00,2,2,$79.00,$79.00
15448,AW00026447,Noah Russell,49,40-49,Regular,12/26/2013,Q4,137,2,"$1,938.00",3,3,$969.00,$107.00
15449,AW00026448,Kara Yuan,71,50 and above,New,8/26/2013,Q3,141,1,$21.00,1,1,$21.00,$21.00
15450,AW00026449,Jared Gray,66,50 and above,New,3/27/2013,Q1,146,1,$5.00,1,1,$5.00,$5.00
15451,AW00026450,Lauren Ramirez,67,50 and above,New,10/15/2013,Q4,139,1,$30.00,2,2,$30.00,$30.00
15452,AW00026451,Mariah Perry,77,50 and above,New,7/15/2013,Q3,142,1,$27.00,2,2,$27.00,$27.00
15453,AW00026452,James Martinez,83,50 and above,New,4/11/2013,Q2,145,1,$60.00,2,2,$60.00,$60.00
15454,AW00026453,Cole Peterson,83,50 and above,New,10/8/2013,Q4,139,1,$54.00,5,5,$54.00,$54.00
15455,AW00026454,Sebastian Cox,77,50 and above,New,7/27/2013,Q3,142,1,$27.00,2,2,$27.00,$27.00
15456,AW00026455,Samuel Carter,81,50 and above,New,5/28/2013,Q2,144,1,$30.00,2,2,$30.00,$30.00
15457,AW00026456,Xavier Peterson,81,50 and above,New,11/20/2013,Q4,138,1,$40.00,2,2,$40.00,$40.00
15458,AW00026457,Sydney Moore,80,50 and above,New,3/11/2013,Q1,146,1,$89.00,4,4,$89.00,$89.00
15459,AW00026458,Ryan Moore,81,50 and above,New,6/7/2013,Q2,143,1,$32.00,3,3,$32.00,$32.00
15460,AW00026459,Angelica Hayes,80,50 and above,New,8/26/2013,Q3,141,1,$65.00,3,3,$65.00,$65.00
15461,AW00026460,Gabriella Cook,80,50 and above,New,1/16/2014,Q1,136,1,$25.00,1,1,$25.00,$25.00
15462,AW00026461,Brooke Howard,79,50 and above,New,12/31/2013,Q4,137,1,$59.00,2,2,$59.00,$59.00
15463,AW00026462,Lauren Kelly,74,50 and above,New,9/15/2013,Q3,140,1,$27.00,2,2,$27.00,$27.00
15464,AW00026463,Alexa Rogers,79,50 and above,New,9/26/2013,Q3,140,1,$27.00,2,2,$27.00,$27.00
15465,AW00026464,Alexandria Griffin,78,50 and above,New,10/28/2013,Q4,139,1,$60.00,2,2,$60.00,$60.00
15466,AW00026465,Andrea Evans,73,50 and above,New,3/14/2013,Q1,146,1,$27.00,2,2,$27.00,$27.00
15467,AW00026466,Kevin Turner,79,50 and above,New,6/3/2013,Q2,143,1,$25.00,1,1,$25.00,$25.00
15468,AW00026467,Nicole Brooks,78,50 and above,New,12/1/2013,Q4,137,1,$32.00,3,3,$32.00,$32.00
15469,AW00026468,Alyssa Brown,79,50 and above,New,2/8/2013,Q1,147,1,$27.00,2,2,$27.00,$27.00
15470,AW00026469,Joy Alvarez,78,50 and above,New,3/5/2013,Q1,146,1,$65.00,3,3,$65.00,$65.00
15471,AW00026470,Marcus Cooper,78,50 and above,New,3/15/2013,Q1,146,1,$35.00,3,3,$35.00,$35.00
15472,AW00026471,Edward Perez,72,50 and above,New,8/28/2013,Q3,141,1,$25.00,1,1,$25.00,$25.00
15473,AW00026472,David Hughes,78,50 and above,New,3/20/2013,Q1,146,1,$115.00,4,4,$115.00,$115.00
15474,AW00026473,Anna Wood,78,50 and above,New,8/5/2013,Q3,141,1,$89.00,4,4,$89.00,$89.00
15475,AW00026474,Mackenzie Morris,77,50 and above,New,7/25/2013,Q3,142,1,$14.00,2,2,$14.00,$14.00
15476,AW00026475,Isabella Gonzalez,75,50 and above,New,6/17/2013,Q2,143,1,$30.00,2,2,$30.00,$30.00
15477,AW00026476,Jordan Jai,75,50 and above,New,8/7/2013,Q3,141,1,$30.00,2,2,$30.00,$30.00
15478,AW00026477,Joel Rana,67,50 and above,New,10/8/2013,Q4,139,1,$49.00,2,2,$49.00,$49.00
15479,AW00026478,Sara Collins,72,50 and above,New,7/17/2013,Q3,142,1,$49.00,2,2,$49.00,$49.00
15480,AW00026479,Katherine Cook,73,50 and above,New,10/7/2013,Q4,139,1,$32.00,3,3,$32.00,$32.00
15481,AW00026480,Jacqueline Patterson,69,50 and above,New,2/13/2013,Q1,147,1,$23.00,2,2,$23.00,$23.00
15482,AW00026481,Luke Young,74,50 and above,New,4/19/2012,Q2,157,1,2071,1,1,2071,2071
15483,AW00026482,Sydney Hill,75,50 and above,New,5/20/2012,Q2,156,1,1000,1,1,1000,1000
15484,AW00026483,Taylor Ward,75,50 and above,New,7/22/2013,Q3,142,1,$25.00,2,2,$25.00,$25.00
15485,AW00026484,Fernando Patterson,74,50 and above,Regular,4/16/2013,Q2,145,2,"$2,813.00",2,2,"$1,406.00",$234.00
15486,AW00026485,Jason Bryant,74,50 and above,Regular,4/16/2013,Q2,145,2,"$2,813.00",2,2,"$1,406.00",$234.00
15487,AW00026486,Andrea Cook,68,50 and above,Regular,4/17/2013,Q2,145,2,"$2,800.00",3,3,"$1,400.00",$233.00
15488,AW00026487,Vincent Ma,74,50 and above,Regular,8/5/2013,Q3,141,2,"$4,456.00",5,5,"$2,228.00",$278.00
15489,AW00026488,Julia Rodriguez,72,50 and above,New,2/23/2013,Q1,147,1,$5.00,1,1,$5.00,$5.00
15490,AW00026489,Jordan Collins,73,50 and above,New,2/2/2013,Q1,147,1,$25.00,1,1,$25.00,$25.00
15491,AW00026490,Antonio Simmons,62,50 and above,Regular,8/7/2013,Q3,141,2,"$4,468.00",3,3,"$2,234.00",$279.00
15492,AW00026491,Riley Sanchez,72,50 and above,Regular,8/22/2013,Q3,141,2,"$4,469.00",5,5,"$2,234.00",$297.00
15493,AW00026492,Ryan Rodriguez,73,50 and above,New,4/23/2013,Q2,145,1,$30.00,2,2,$30.00,$30.00
15494,AW00026493,Lawrence Ramos,72,50 and above,New,2/17/2013,Q1,147,1,$65.00,3,3,$65.00,$65.00
15495,AW00026494,Nicholas White,67,50 and above,New,10/5/2013,Q4,139,1,$27.00,2,2,$27.00,$27.00
15496,AW00026495,Allison Baker,71,50 and above,New,9/15/2013,Q3,140,1,$59.00,2,2,$59.00,$59.00
15497,AW00026496,Cassidy Griffin,71,50 and above,New,5/26/2012,Q2,156,1,1000,1,1,1000,1000
15498,AW00026497,Karen Sanchez,71,50 and above,New,9/30/2013,Q3,140,1,$65.00,3,3,$65.00,$65.00
15499,AW00026498,Ethan Hayes,71,50 and above,New,6/18/2013,Q2,143,1,$89.00,4,4,$89.00,$89.00
15500,AW00026499,Renee Ruiz,72,50 and above,Regular,5/2/2013,Q2,144,2,"$2,848.00",3,3,"$1,424.00",$237.00
15501,AW00026500,Billy Ruiz,66,50 and above,New,9/7/2013,Q3,140,1,$25.00,1,1,$25.00,$25.00
15502,AW00026501,Allison Parker,72,50 and above,New,10/4/2013,Q4,139,1,$99.00,4,2,$99.00,$99.00
15503,AW00026502,Taylor Brown,72,50 and above,New,9/4/2013,Q3,140,1,$27.00,2,2,$27.00,$27.00
15504,AW00026503,Jeremiah Townsend,65,50 and above,New,6/3/2012,Q2,155,1,1000,1,1,1000,1000
15505,AW00026504,Jennifer Robinson,70,50 and above,New,6/14/2012,Q2,155,1,1000,1,1,1000,1000
15506,AW00026505,Jennifer Wright,65,50 and above,New,2/4/2013,Q1,147,1,$60.00,2,2,$60.00,$60.00
15507,AW00026506,Ruth Srini,70,50 and above,New,2/23/2013,Q1,147,1,$65.00,3,3,$65.00,$65.00
15508,AW00026507,Abhijit Thakur,65,50 and above,New,6/2/2013,Q2,143,1,$27.00,2,2,$27.00,$27.00
15509,AW00026508,Marcus Ross,70,50 and above,New,5/10/2013,Q2,144,1,$49.00,2,2,$49.00,$49.00
15510,AW00026509,Seth Taylor,71,50 and above,Regular,5/26/2013,Q2,144,2,"$2,800.00",3,3,"$1,400.00",$233.00
15511,AW00026510,Jack Scott,71,50 and above,Regular,5/29/2013,Q2,144,2,"$2,813.00",2,2,"$1,406.00",$234.00
15512,AW00026511,Charles Weisman,70,50 and above,Regular,8/28/2013,Q3,141,2,"$4,464.00",3,3,"$2,232.00",$297.00
15513,AW00026512,Christina Cooper,64,50 and above,New,6/6/2012,Q2,155,1,1000,1,1,1000,1000
15514,AW00026513,Stacy Moreno,70,50 and above,Regular,6/23/2013,Q2,143,2,"$2,848.00",3,3,"$1,424.00",$219.00
15515,AW00026514,Cameron Powell,70,50 and above,New,6/17/2013,Q2,143,1,$30.00,2,2,$30.00,$30.00
15516,AW00026515,Zoe Watson,64,50 and above,New,8/21/2013,Q3,141,1,$89.00,4,4,$89.00,$89.00
15517,AW00026516,Jill Perry,69,50 and above,New,7/13/2013,Q3,142,1,$32.00,3,3,$32.00,$32.00
15518,AW00026517,Melanie Griffin,70,50 and above,New,3/21/2013,Q1,146,1,$25.00,1,1,$25.00,$25.00
15519,AW00026518,Marcus Lee,70,50 and above,New,10/11/2013,Q4,139,1,$32.00,3,3,$32.00,$32.00
15520,AW00026519,Brianna Wood,70,50 and above,New,8/26/2013,Q3,141,1,$30.00,2,2,$30.00,$30.00
15521,AW00026520,Chloe Ramirez,68,50 and above,Regular,6/3/2013,Q2,143,2,"$2,827.00",5,5,"$1,413.00",$217.00
15522,AW00026521,Nathan Taylor,69,50 and above,Regular,6/9/2013,Q2,143,2,"$2,821.00",3,3,"$1,410.00",$217.00
15523,AW00026522,Logan Thompson,63,50 and above,New,8/6/2013,Q3,141,1,$25.00,1,1,$25.00,$25.00
15524,AW00026523,Casey Raji,63,50 and above,New,10/18/2013,Q4,139,1,$49.00,2,2,$49.00,$49.00
15525,AW00026524,Anthony Robinson,69,50 and above,New,12/19/2013,Q4,137,1,$27.00,2,2,$27.00,$27.00
15526,AW00026525,Jeremy Bell,62,50 and above,New,9/16/2013,Q3,140,1,$49.00,2,2,$49.00,$49.00
15527,AW00026526,Blake Coleman,67,50 and above,New,10/24/2013,Q4,139,1,$38.00,3,3,$38.00,$38.00
15528,AW00026527,Oscar Hayes,62,50 and above,New,7/28/2013,Q3,142,1,$29.00,3,3,$29.00,$29.00
15529,AW00026528,Samuel Garcia,67,50 and above,New,12/29/2013,Q4,137,1,$129.00,4,4,$129.00,$129.00
15530,AW00026529,Jasmine Davis,50,50 and above,Regular,8/10/2013,Q3,141,2,"$1,549.00",3,3,$774.00,$119.00
15531,AW00026530,Riley Morgan,51,50 and above,Regular,8/20/2013,Q3,141,2,"$4,468.00",3,3,"$2,234.00",$297.00
